example_id,sentence,source_text,source_norm,source_type,relation,target_text,target_norm,target_type
707,Inflammation in the Neurocircuitry of Obsessive-Compulsive Disorder .,Inflammation,inflammation,disease,located_in,Neurocircuitry,neurocircuitry,region
708,"Importance For a small percentage of obsessive-compulsive disorder ( OCD ) cases exhibiting additional neuropsychiatric symptoms , it was proposed that neuroinflammation occurs in the basal ganglia as an autoimmune response to infections .",OCD,ocd,disease,abbreviation_for,obsessive-compulsive disorder,obsessive-compulsive disorder,disease
708,"Importance For a small percentage of obsessive-compulsive disorder ( OCD ) cases exhibiting additional neuropsychiatric symptoms , it was proposed that neuroinflammation occurs in the basal ganglia as an autoimmune response to infections .",neuroinflammation,neuroinflammation,disease,located_in,basal ganglia,basal ganglia,region
708,"Importance For a small percentage of obsessive-compulsive disorder ( OCD ) cases exhibiting additional neuropsychiatric symptoms , it was proposed that neuroinflammation occurs in the basal ganglia as an autoimmune response to infections .",neuroinflammation,neuroinflammation,disease,hyponym_of,autoimmune response,autoimmune response,physiology
709,"However , it is possible that elevated neuroinflammation , inducible by a diverse range of mechanisms , is important throughout the cortico-striato-thalamo-cortical circuit of OCD .",neuroinflammation,neuroinflammation,disease,associated_with,cortico-striato-thalamo-cortical circuit,cortico-striato-thalamo-cortical circuit,region
709,"However , it is possible that elevated neuroinflammation , inducible by a diverse range of mechanisms , is important throughout the cortico-striato-thalamo-cortical circuit of OCD .",cortico-striato-thalamo-cortical circuit,cortico-striato-thalamo-cortical circuit,region,occurs_in,OCD,ocd,disease
710,Identifying brain inflammation is possible with the recent advance in positron emission tomography ( PET ) radioligands that bind to the translocator protein ( TSPO ) .,PET,pet,method,abbreviation_for,positron emission tomography,positron emission tomography,method
710,Identifying brain inflammation is possible with the recent advance in positron emission tomography ( PET ) radioligands that bind to the translocator protein ( TSPO ) .,TSPO,tspo,gene,abbreviation_for,translocator protein,translocator protein,gene
711,Translocator protein density increases when microglia are activated during neuroinflammation and the TSPO distribution volume ( VT ) is an index of TSPO density .,Translocator protein density,translocator protein density,signs,associated_with,microglia,microglia,region
711,Translocator protein density increases when microglia are activated during neuroinflammation and the TSPO distribution volume ( VT ) is an index of TSPO density .,VT,vt,signs,abbreviation_for,TSPO distribution volume,tspo distribution volume,signs
715,"In OCD , TSPO VT was significantly elevated in these brain regions ( mean , 32 % ; range , 31 % - 36 % except anterior cingulate cortex , 24 % ; analysis of variance , effect of diagnosis : P < . 001 to P = . 004 ) .",OCD,ocd,disease,occurs_in,TSPO VT,tspo vt,method
717,The Yale-Brown Obsessive Compulsive Scale measure of distress associated with preventing compulsive behaviors significantly correlated with TSPO VT in the orbitofrontal cortex ( uncorrected Pearson correlation r = 0 . 62 ; P = . 005 ) .,Yale-Brown Obsessive Compulsive Scale,yale-brown obsessive compulsive scale,method,help_diagnose,distress,distress,disease
717,The Yale-Brown Obsessive Compulsive Scale measure of distress associated with preventing compulsive behaviors significantly correlated with TSPO VT in the orbitofrontal cortex ( uncorrected Pearson correlation r = 0 . 62 ; P = . 005 ) .,Yale-Brown Obsessive Compulsive Scale,yale-brown obsessive compulsive scale,method,associated_with,TSPO VT,tspo vt,method
717,The Yale-Brown Obsessive Compulsive Scale measure of distress associated with preventing compulsive behaviors significantly correlated with TSPO VT in the orbitofrontal cortex ( uncorrected Pearson correlation r = 0 . 62 ; P = . 005 ) .,distress,distress,disease,associated_with,TSPO VT,tspo vt,method
717,The Yale-Brown Obsessive Compulsive Scale measure of distress associated with preventing compulsive behaviors significantly correlated with TSPO VT in the orbitofrontal cortex ( uncorrected Pearson correlation r = 0 . 62 ; P = . 005 ) .,TSPO VT,tspo vt,method,located_in,orbitofrontal cortex,orbitofrontal cortex,region
718,"Conclusions and Relevance To our knowledge , this is the first study demonstrating inflammation within the neurocircuitry of OCD .",inflammation,inflammation,disease,located_in,neurocircuitry,neurocircuitry,region
721,Studies of families and twins show the importance of genetic factors affecting susceptibility to bipolar disorder and suggest substantial genetic and phenotypic complexity .,genetic factors,genetic factors,gene,associated_with,bipolar disorder,bipolar disorder,disease
724,A notable finding is the overlap of susceptibility between bipolar disorder and schizophrenia for several individual risk alleles and for the polygenic risk .,bipolar disorder,bipolar disorder,disease,associated_with,schizophrenia,schizophrenia,disease
724,A notable finding is the overlap of susceptibility between bipolar disorder and schizophrenia for several individual risk alleles and for the polygenic risk .,bipolar disorder,bipolar disorder,disease,associated_with,polygenic risk,polygenic risk,gene
725,"By contrast , genomic structural variation seems to play a smaller part in bipolar disorder than it does in schizophrenia .",genomic structural variation,genomic structural variation,physiology,associated_with,bipolar disorder,bipolar disorder,disease
727,Shotgun metagenomics reveals both taxonomic and tryptophan pathway differences of gut microbiota in major depressive disorder patients .,gut microbiota,gut microbiota,Health_factors,occurs_in,major depressive disorder,major depressive disorder,disease
728,"BACKGROUND : The microbiota-gut-brain axis , especially the microbial tryptophan ( Trp ) biosynthesis and metabolism pathway ( MiTBamp ) , may play a critical role in the pathogenesis of major depressive disorder ( MDD ) .",microbiota-gut-brain axis,microbiota-gut-brain axis,region,associated_with,MDD,mdd,disease
728,"BACKGROUND : The microbiota-gut-brain axis , especially the microbial tryptophan ( Trp ) biosynthesis and metabolism pathway ( MiTBamp ) , may play a critical role in the pathogenesis of major depressive disorder ( MDD ) .",microbiota-gut-brain axis,microbiota-gut-brain axis,region,associated_with,major depressive disorder,major depressive disorder,disease
728,"BACKGROUND : The microbiota-gut-brain axis , especially the microbial tryptophan ( Trp ) biosynthesis and metabolism pathway ( MiTBamp ) , may play a critical role in the pathogenesis of major depressive disorder ( MDD ) .",Trp,trp,drug,abbreviation_for,microbial tryptophan,microbial tryptophan,drug
728,"BACKGROUND : The microbiota-gut-brain axis , especially the microbial tryptophan ( Trp ) biosynthesis and metabolism pathway ( MiTBamp ) , may play a critical role in the pathogenesis of major depressive disorder ( MDD ) .",MiTBamp,mitbamp,physiology,abbreviation_for,metabolism pathway,metabolism pathway,physiology
728,"BACKGROUND : The microbiota-gut-brain axis , especially the microbial tryptophan ( Trp ) biosynthesis and metabolism pathway ( MiTBamp ) , may play a critical role in the pathogenesis of major depressive disorder ( MDD ) .",MDD,mdd,disease,abbreviation_for,major depressive disorder,major depressive disorder,disease
731,METHODS : We performed shotgun metagenomic sequencing of stool samples from 26 MDD patients and 29 healthy controls ( HCs ) .,HCs,hcs,method,abbreviation_for,healthy controls,healthy controls,method
732,"In addition to the microbiota community and the MiTBamp analyses , we also built a classification based on the Random Forests ( RF ) and Boruta algorithm to identify the gut microbiota as biomarkers for MDD .",RF,rf,method,abbreviation_for,Random Forests,random forests,method
732,"In addition to the microbiota community and the MiTBamp analyses , we also built a classification based on the Random Forests ( RF ) and Boruta algorithm to identify the gut microbiota as biomarkers for MDD .",gut microbiota,gut microbiota,Health_factors,hyponym_of,biomarkers,biomarkers,signs
732,"In addition to the microbiota community and the MiTBamp analyses , we also built a classification based on the Random Forests ( RF ) and Boruta algorithm to identify the gut microbiota as biomarkers for MDD .",gut microbiota,gut microbiota,Health_factors,characteristic_of,MDD,mdd,disease
733,RESULTS : The Bacteroidetes abundance was strongly reduced whereas that of Actinobacteria was significantly increased in the MDD patients compared with the abundance in the HCs .,Actinobacteria,actinobacteria,disease,characteristic_of,MDD,mdd,disease
734,"Most noteworthy , the MDD patients had increased levels of Bifidobacterium , which is commonly used as a probiotic .",Bifidobacterium,bifidobacterium,drug,characteristic_of,MDD,mdd,disease
734,"Most noteworthy , the MDD patients had increased levels of Bifidobacterium , which is commonly used as a probiotic .",Bifidobacterium,bifidobacterium,drug,hyponym_of,probiotic,probiotic,drug
735,"Four Kyoto Encyclopedia of Genes and Genomes ( KEGG ) orthologies ( KOs ) ( K01817 , K11358 , K01626 , K01667 ) abundances in the MiTBamp were significantly lower in the MDD group .",KEGG,kegg,gene,abbreviation_for,Genomes,genomes,gene
735,"Four Kyoto Encyclopedia of Genes and Genomes ( KEGG ) orthologies ( KOs ) ( K01817 , K11358 , K01626 , K01667 ) abundances in the MiTBamp were significantly lower in the MDD group .",K01817,k01817,gene,characteristic_of,MDD,mdd,disease
735,"Four Kyoto Encyclopedia of Genes and Genomes ( KEGG ) orthologies ( KOs ) ( K01817 , K11358 , K01626 , K01667 ) abundances in the MiTBamp were significantly lower in the MDD group .",K11358,k11358,gene,characteristic_of,MDD,mdd,disease
735,"Four Kyoto Encyclopedia of Genes and Genomes ( KEGG ) orthologies ( KOs ) ( K01817 , K11358 , K01626 , K01667 ) abundances in the MiTBamp were significantly lower in the MDD group .",K01626,k01626,gene,characteristic_of,MDD,mdd,disease
735,"Four Kyoto Encyclopedia of Genes and Genomes ( KEGG ) orthologies ( KOs ) ( K01817 , K11358 , K01626 , K01667 ) abundances in the MiTBamp were significantly lower in the MDD group .",K01667,k01667,gene,characteristic_of,MDD,mdd,disease
735,"Four Kyoto Encyclopedia of Genes and Genomes ( KEGG ) orthologies ( KOs ) ( K01817 , K11358 , K01626 , K01667 ) abundances in the MiTBamp were significantly lower in the MDD group .",MiTBamp,mitbamp,gene,characteristic_of,MDD,mdd,disease
736,"Furthermore , we found a negative correlation between the K01626 abundance and the HAMD scores in the MDD group .",K01626,k01626,gene,associated_with,HAMD,hamd,method
738,CONCLUSIONS : The present findings enabled a better understanding of the changes in gut microbiota and the related Trp pathway in MDD .,Trp pathway,trp pathway,physiology,occurs_in,MDD,mdd,disease
739,Alterations of the gut microbiota may have the potential as biomarkers for distinguishing MDD patients form HCs .,gut microbiota,gut microbiota,Health_factors,hyponym_of,biomarkers,biomarkers,signs
739,Alterations of the gut microbiota may have the potential as biomarkers for distinguishing MDD patients form HCs .,gut microbiota,gut microbiota,Health_factors,help_diagnose,MDD,mdd,disease
740,The THREE-D study demonstrated that iTBS is non-inferior to 10 Hz rTMS for the treatment of depression .,iTBS,itbs,method,treatment_for,depression,depression,disease
740,The THREE-D study demonstrated that iTBS is non-inferior to 10 Hz rTMS for the treatment of depression .,rTMS,rtms,method,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",drugs,drugs,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",angiotensin agents,angiotensin agents,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",enalapril,enalapril,drug,hyponym_of,drugs,drugs,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",enalapril,enalapril,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",enalapril,enalapril,drug,hyponym_of,angiotensin agents,angiotensin agents,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",ramipril,ramipril,drug,hyponym_of,drugs,drugs,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",ramipril,ramipril,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",ramipril,ramipril,drug,hyponym_of,angiotensin agents,angiotensin agents,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",calcium antagonists,calcium antagonists,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",amlodipine,amlodipine,drug,hyponym_of,drugs,drugs,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",amlodipine,amlodipine,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",amlodipine,amlodipine,drug,hyponym_of,calcium antagonists,calcium antagonists,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",verapamil,verapamil,drug,hyponym_of,drugs,drugs,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",verapamil,verapamil,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",verapamil,verapamil,drug,hyponym_of,calcium antagonists,calcium antagonists,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",beta-blockers,beta-blockers,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",propranolol,propranolol,drug,hyponym_of,beta-blockers,beta-blockers,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",atenolol,atenolol,drug,hyponym_of,beta-blockers,beta-blockers,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",bisoprolol,bisoprolol,drug,hyponym_of,beta-blockers,beta-blockers,drug
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",carvedilol,carvedilol,drug,treatment_for,depression,depression,disease
741,"Individual drugs associated with decreased depression included 2 of 16 angiotensin agents : enalapril and ramipril ; 3 of 10 calcium antagonists : amlodipine , verapamil , and verapamil combinations ; and 4 of 15 beta-blockers : propranolol , atenolol , bisoprolol , and carvedilol .",carvedilol,carvedilol,drug,hyponym_of,beta-blockers,beta-blockers,drug
742,Reboxetine is a novel selective norepinephrine inhibitor that has been evaluated in the treatment of patients with depression .,Reboxetine,reboxetine,drug,treatment_for,depression,depression,disease
742,Reboxetine is a novel selective norepinephrine inhibitor that has been evaluated in the treatment of patients with depression .,Reboxetine,reboxetine,drug,hyponym_of,selective norepinephrine inhibitor,selective norepinephrine inhibitor,drug
743,Personality traits are related with dynamic functional connectivity in major depression disorder : A resting-state analysis .,Personality traits,personality traits,symptom,associated_with,dynamic functional connectivity,dynamic functional connectivity,physiology
743,Personality traits are related with dynamic functional connectivity in major depression disorder : A resting-state analysis .,dynamic functional connectivity,dynamic functional connectivity,physiology,occurs_in,major depression disorder,major depression disorder,disease
744,"BACKGROUND : Major depressive disorder ( MDD ) is one of the most well-known psychiatric disorders , which can be destructive for its damage to people's normal cognitive , emotional and social functions .",Major depressive disorder,major depressive disorder,disease,hyponym_of,psychiatric disorders,psychiatric disorders,disease
744,"BACKGROUND : Major depressive disorder ( MDD ) is one of the most well-known psychiatric disorders , which can be destructive for its damage to people's normal cognitive , emotional and social functions .",MDD,mdd,disease,hyponym_of,psychiatric disorders,psychiatric disorders,disease
744,"BACKGROUND : Major depressive disorder ( MDD ) is one of the most well-known psychiatric disorders , which can be destructive for its damage to people's normal cognitive , emotional and social functions .",MDD,mdd,disease,abbreviation_for,Major depressive disorder,major depressive disorder,disease
745,"Personality refers to the unique and stable character of thinking and behavior style of an individual , which has long been thought as a key influence factor for MDD .",Personality,personality,symptom,associated_with,thinking,thinking,physiology
745,"Personality refers to the unique and stable character of thinking and behavior style of an individual , which has long been thought as a key influence factor for MDD .",Personality,personality,symptom,associated_with,MDD,mdd,disease
745,"Personality refers to the unique and stable character of thinking and behavior style of an individual , which has long been thought as a key influence factor for MDD .",Personality,personality,symptom,associated_with,behavior style,behavior style,symptom
746,"Although some knowledge about the common neural basic between MDD and personality traits has been acquired , there are few studies exploring dynamic neural mechanism behind them , which changes brain connectivity pattern rapidly to adapt to the environment over time .",MDD,mdd,disease,associated_with,personality traits,personality traits,symptom
747,"METHODS : In this study , the emerging dynamic functional network connectivity ( DFNC ) method was used in resting-state fMRI data to find the differences between healthy group ( N = 107 ) and MDD group ( N = 109 ) in state-based dynamic measures , and the correlations between these measures and personality traits ( extraversion and neuroticism in Eysenck Personality Questionnaire , EPQ ) were explored .",DFNC,dfnc,physiology,abbreviation_for,dynamic functional network connectivity,dynamic functional network connectivity,physiology
747,"METHODS : In this study , the emerging dynamic functional network connectivity ( DFNC ) method was used in resting-state fMRI data to find the differences between healthy group ( N = 107 ) and MDD group ( N = 109 ) in state-based dynamic measures , and the correlations between these measures and personality traits ( extraversion and neuroticism in Eysenck Personality Questionnaire , EPQ ) were explored .",neuroticism,neuroticism,symptom,located_in,Eysenck Personality Questionnaire,eysenck personality questionnaire,method
747,"METHODS : In this study , the emerging dynamic functional network connectivity ( DFNC ) method was used in resting-state fMRI data to find the differences between healthy group ( N = 107 ) and MDD group ( N = 109 ) in state-based dynamic measures , and the correlations between these measures and personality traits ( extraversion and neuroticism in Eysenck Personality Questionnaire , EPQ ) were explored .",EPQ,epq,method,abbreviation_for,Eysenck Personality Questionnaire,eysenck personality questionnaire,method
748,"RESULTS : The results showed that MDD was significantly less than the health control group in dwell time and fraction time of state 4 , which was positively correlated with extraversion score and negatively correlated with neuroticism score .",MDD,mdd,disease,associated_with,neuroticism,neuroticism,symptom
749,"Further exploration on state 4 showed that it had low modularity , hyper-connectedness of sensory-related regions and DMN , and weak connections between cortex and subcortical areas , which suggested that the absence of this state in MDD might represent a decrease in activity and positive emotions .",weak connections,weak connections,physiology,located_in,cortex,cortex,region
749,"Further exploration on state 4 showed that it had low modularity , hyper-connectedness of sensory-related regions and DMN , and weak connections between cortex and subcortical areas , which suggested that the absence of this state in MDD might represent a decrease in activity and positive emotions .",weak connections,weak connections,physiology,located_in,subcortical areas,subcortical areas,region
750,"CONCLUSION : We found the dynamic functional connectivity mechanism underlying MDD , confirmed our hypothesis that there existed the interacted relationship between trait , disease and the brain's dynamic characteristic , and suggested some reference for treatment of depression .",dynamic functional connectivity mechanism,dynamic functional connectivity mechanism,physiology,associated_with,MDD,mdd,disease
751,"With CHD risk factors including age adjusted in a logistic regression model , depression was the only significant predictive factor for CHD in women aged < 65 ( OR = 6 . 56 , 95 % CI 1 . 07-40 . 09 , p = 0 . 042 ) .",depression,depression,disease,risk_factor_of,CHD,chd,disease
751,"With CHD risk factors including age adjusted in a logistic regression model , depression was the only significant predictive factor for CHD in women aged < 65 ( OR = 6 . 56 , 95 % CI 1 . 07-40 . 09 , p = 0 . 042 ) .",CHD,chd,disease,occurs_in,women,women,Health_factors
752,Antipsychotic use and risk of breast cancer in women with schizophrenia : a nationwide nested case-control study in Finland .,breast cancer,breast cancer,disease,occurs_in,women,women,Health_factors
752,Antipsychotic use and risk of breast cancer in women with schizophrenia : a nationwide nested case-control study in Finland .,women,women,Health_factors,occurs_in,schizophrenia,schizophrenia,disease
753,BACKGROUND Breast cancer is more common in female patients with schizophrenia than in the general population .,female,female,Health_factors,occurs_in,schizophrenia,schizophrenia,disease
753,BACKGROUND Breast cancer is more common in female patients with schizophrenia than in the general population .,schizophrenia,schizophrenia,disease,risk_factor_of,Breast cancer,breast cancer,disease
756,"Of women with schizophrenia , those with breast cancer ( cases ) were matched by age and duration of illness with five women without cancer ( controls ) .",women,women,Health_factors,occurs_in,schizophrenia,schizophrenia,disease
758,The main analysis was the association between cumulative exposure to prolactin-increasing drugs and breast cancer .,prolactin-increasing drugs,prolactin-increasing drugs,drug,associated_with,breast cancer,breast cancer,disease
762,"Compared with 5339 matched controls , 1-4 years cumulative exposure ( adjusted odds ratio [ OR ] 095 , 95 % CI 073-125 ) or 5 or more years exposure ( adjusted OR 119 , 090-158 ) to prolactin-sparing antipsychotics ( including clozapine , quetiapine , or aripiprazole ) was not associated with an increased risk of breast cancer in comparison with minimal exposure ( < 1 year ) .",OR,or,method,abbreviation_for,odds ratio,odds ratio,method
762,"Compared with 5339 matched controls , 1-4 years cumulative exposure ( adjusted odds ratio [ OR ] 095 , 95 % CI 073-125 ) or 5 or more years exposure ( adjusted OR 119 , 090-158 ) to prolactin-sparing antipsychotics ( including clozapine , quetiapine , or aripiprazole ) was not associated with an increased risk of breast cancer in comparison with minimal exposure ( < 1 year ) .",OR,or,method,abbreviation_for,adjusted odds ratio,adjusted odds ratio,method
762,"Compared with 5339 matched controls , 1-4 years cumulative exposure ( adjusted odds ratio [ OR ] 095 , 95 % CI 073-125 ) or 5 or more years exposure ( adjusted OR 119 , 090-158 ) to prolactin-sparing antipsychotics ( including clozapine , quetiapine , or aripiprazole ) was not associated with an increased risk of breast cancer in comparison with minimal exposure ( < 1 year ) .",clozapine,clozapine,drug,hyponym_of,prolactin-sparing antipsychotics,prolactin-sparing antipsychotics,drug
762,"Compared with 5339 matched controls , 1-4 years cumulative exposure ( adjusted odds ratio [ OR ] 095 , 95 % CI 073-125 ) or 5 or more years exposure ( adjusted OR 119 , 090-158 ) to prolactin-sparing antipsychotics ( including clozapine , quetiapine , or aripiprazole ) was not associated with an increased risk of breast cancer in comparison with minimal exposure ( < 1 year ) .",quetiapine,quetiapine,drug,hyponym_of,prolactin-sparing antipsychotics,prolactin-sparing antipsychotics,drug
762,"Compared with 5339 matched controls , 1-4 years cumulative exposure ( adjusted odds ratio [ OR ] 095 , 95 % CI 073-125 ) or 5 or more years exposure ( adjusted OR 119 , 090-158 ) to prolactin-sparing antipsychotics ( including clozapine , quetiapine , or aripiprazole ) was not associated with an increased risk of breast cancer in comparison with minimal exposure ( < 1 year ) .",aripiprazole,aripiprazole,drug,hyponym_of,prolactin-sparing antipsychotics,prolactin-sparing antipsychotics,drug
764,The risk for developing lobular adenocarcinoma associated with long-term use of prolactin-increasing antipsychotics ( adjusted OR 236 [ 95 % CI 146-382 ] ) was higher than that of developing ductal adenocarcinoma ( adjusted OR 142 [ 95 % CI 112-180 ] ) .,lobular adenocarcinoma,lobular adenocarcinoma,disease,associated_with,prolactin-increasing antipsychotics,prolactin-increasing antipsychotics,drug
765,"INTERPRETATION Long-term exposure to prolactin-increasing , but not to prolactin-sparing , antipsychotics is significantly associated with increased odds of breast cancer .",antipsychotics,antipsychotics,drug,risk_factor_of,breast cancer,breast cancer,disease
766,Monitoring prolactinemia and addressing hyperprolactinemia is paramount in women with schizophrenia being treated with prolactin-increasing antipsychotics .,women,women,Health_factors,occurs_in,schizophrenia,schizophrenia,disease
766,Monitoring prolactinemia and addressing hyperprolactinemia is paramount in women with schizophrenia being treated with prolactin-increasing antipsychotics .,prolactin-increasing antipsychotics,prolactin-increasing antipsychotics,drug,treatment_for,schizophrenia,schizophrenia,disease
776,FINDINGS : Psychotic disorders were more heritable than cannabis phenotypes and more polygenic than cannabis use disorder .,Psychotic disorders,psychotic disorders,disease,associated_with,polygenic,polygenic,drug
776,FINDINGS : Psychotic disorders were more heritable than cannabis phenotypes and more polygenic than cannabis use disorder .,heritable,heritable,Health_factors,characteristic_of,Psychotic disorders,psychotic disorders,disease
776,FINDINGS : Psychotic disorders were more heritable than cannabis phenotypes and more polygenic than cannabis use disorder .,polygenic,polygenic,drug,characteristic_of,Psychotic disorders,psychotic disorders,disease
777,We observed positive genome-wide genetic correlations between psychotic disorders and cannabis phenotypes ( range 022-035 ) with a mixture of positive and negative local genetic correlations .,psychotic disorders,psychotic disorders,disease,associated_with,cannabis phenotypes,cannabis phenotypes,Health_factors
779,"Enrichment of mapped genes implicated neuronal and olfactory cells as well as drug-gene targets for nicotine , alcohol , and duloxetine .",genes,genes,gene,associated_with,duloxetine,duloxetine,drug
779,"Enrichment of mapped genes implicated neuronal and olfactory cells as well as drug-gene targets for nicotine , alcohol , and duloxetine .",genes,genes,gene,associated_with,neuronal and olfactory cells,neuronal and olfactory cells,region
780,"Psychotic disorders showed a causal effect on cannabis phenotypes , and lifetime cannabis use had a causal effect on bipolar disorder .",Psychotic disorders,psychotic disorders,disease,associated_with,cannabis phenotypes,cannabis phenotypes,Health_factors
780,"Psychotic disorders showed a causal effect on cannabis phenotypes , and lifetime cannabis use had a causal effect on bipolar disorder .",lifetime cannabis,lifetime cannabis,drug,associated_with,bipolar disorder,bipolar disorder,disease
782,"Within this sample , polygenic scores for cannabis phenotypes predicted psychotic disorders independently and improved prediction beyond the polygenic score for the psychotic disorders .",polygenic scores,polygenic scores,signs,associated_with,psychotic disorders,psychotic disorders,disease
782,"Within this sample , polygenic scores for cannabis phenotypes predicted psychotic disorders independently and improved prediction beyond the polygenic score for the psychotic disorders .",cannabis phenotypes,cannabis phenotypes,drug,associated_with,psychotic disorders,psychotic disorders,disease
788,"In this paper , a first in a Series of two , we look at the evidence for an association of post-traumatic stress disorder with incident cardiovascular disease risk and the mechanisms that might cause this association , as well as the prevalence of post-traumatic stress disorder due to cardiovascular disease events and its associated prognostic risk .",post-traumatic stress disorder,post-traumatic stress disorder,disease,associated_with,cardiovascular disease,cardiovascular disease,disease
788,"In this paper , a first in a Series of two , we look at the evidence for an association of post-traumatic stress disorder with incident cardiovascular disease risk and the mechanisms that might cause this association , as well as the prevalence of post-traumatic stress disorder due to cardiovascular disease events and its associated prognostic risk .",cardiovascular disease events,cardiovascular disease events,Health_factors,risk_factor_of,post-traumatic stress disorder,post-traumatic stress disorder,disease
